step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
214,8.735168,N/A,N/A,5.00e-05,25482.95,1761280,N/A,2025-06-07 20:02:25
215,10.239891,N/A,N/A,5.00e-05,25398.05,1769472,N/A,2025-06-07 20:02:26
216,10.209168,N/A,N/A,5.00e-05,25451.05,1777664,N/A,2025-06-07 20:02:26
217,9.527956,N/A,N/A,5.00e-05,25509.12,1785856,N/A,2025-06-07 20:02:26
218,10.305386,N/A,N/A,5.00e-05,25601.50,1794048,N/A,2025-06-07 20:02:27
219,9.336222,N/A,N/A,5.00e-05,26416.05,1802240,N/A,2025-06-07 20:02:27
220,7.753703,N/A,N/A,5.00e-05,25873.99,1810432,1.0000,2025-06-07 20:02:27
221,8.581242,N/A,N/A,5.00e-05,25856.07,1818624,N/A,2025-06-07 20:02:28
222,6.786519,N/A,N/A,5.00e-05,25848.76,1826816,N/A,2025-06-07 20:02:28
223,7.914723,N/A,N/A,5.00e-05,25855.09,1835008,N/A,2025-06-07 20:02:28
224,7.306786,N/A,N/A,5.00e-05,26008.14,1843200,N/A,2025-06-07 20:02:29
225,7.600094,N/A,N/A,5.00e-05,25926.74,1851392,N/A,2025-06-07 20:02:29
226,9.190847,N/A,N/A,5.00e-05,26012.86,1859584,N/A,2025-06-07 20:02:29
227,7.731846,N/A,N/A,5.00e-05,26153.06,1867776,N/A,2025-06-07 20:02:30
228,8.938677,N/A,N/A,5.00e-05,26125.02,1875968,N/A,2025-06-07 20:02:30
229,10.882630,N/A,N/A,5.00e-05,26669.28,1884160,N/A,2025-06-07 20:02:30
230,12.259890,N/A,N/A,5.00e-05,26290.85,1892352,1.0000,2025-06-07 20:02:31
231,11.814683,N/A,N/A,5.00e-05,26367.18,1900544,N/A,2025-06-07 20:02:31
232,11.819746,N/A,N/A,5.00e-05,26368.61,1908736,N/A,2025-06-07 20:02:32
233,11.198880,N/A,N/A,5.00e-05,26525.21,1916928,N/A,2025-06-07 20:02:32
234,11.872229,N/A,N/A,5.00e-05,26367.51,1925120,N/A,2025-06-07 20:02:32
235,11.257788,N/A,N/A,5.00e-05,26499.76,1933312,N/A,2025-06-07 20:02:33
236,11.351091,N/A,N/A,5.00e-05,26374.95,1941504,N/A,2025-06-07 20:02:33
237,11.341133,N/A,N/A,5.00e-05,26317.45,1949696,N/A,2025-06-07 20:02:33
238,9.913437,N/A,N/A,5.00e-05,26184.60,1957888,N/A,2025-06-07 20:02:34
239,11.547044,N/A,N/A,5.00e-05,26592.81,1966080,N/A,2025-06-07 20:02:34
240,11.704851,N/A,N/A,5.00e-05,25744.45,1974272,1.0000,2025-06-07 20:02:34
241,10.681095,N/A,N/A,5.00e-05,25785.35,1982464,N/A,2025-06-07 20:02:35
242,11.152281,N/A,N/A,5.00e-05,25628.32,1990656,N/A,2025-06-07 20:02:35
243,11.904356,N/A,N/A,5.00e-05,25799.38,1998848,N/A,2025-06-07 20:02:35
244,10.692784,N/A,N/A,5.00e-05,25708.56,2007040,N/A,2025-06-07 20:02:36
245,10.589907,N/A,N/A,5.00e-05,25726.20,2015232,N/A,2025-06-07 20:02:36
246,11.267271,N/A,N/A,5.00e-05,25897.28,2023424,N/A,2025-06-07 20:02:36
247,8.906694,N/A,N/A,5.00e-05,26045.77,2031616,N/A,2025-06-07 20:02:37
248,10.280906,N/A,N/A,5.00e-05,26100.18,2039808,N/A,2025-06-07 20:02:37
249,10.597271,N/A,N/A,5.00e-05,26833.73,2048000,N/A,2025-06-07 20:02:37
250,10.690698,N/A,N/A,5.00e-05,25892.06,2056192,1.0000,2025-06-07 20:02:38
251,10.120226,N/A,N/A,5.00e-05,25858.98,2064384,N/A,2025-06-07 20:02:38
252,10.404390,N/A,N/A,5.00e-05,25904.23,2072576,N/A,2025-06-07 20:02:39
253,9.983477,N/A,N/A,5.00e-05,25818.51,2080768,N/A,2025-06-07 20:02:39
254,8.536737,N/A,N/A,5.00e-05,25730.81,2088960,N/A,2025-06-07 20:02:39
255,8.006746,N/A,N/A,5.00e-05,25631.14,2097152,N/A,2025-06-07 20:02:40
256,7.642735,N/A,N/A,5.00e-05,25674.55,2105344,N/A,2025-06-07 20:02:40
257,9.724356,N/A,N/A,5.00e-05,25570.26,2113536,N/A,2025-06-07 20:02:40
258,9.611227,N/A,N/A,5.00e-05,25650.05,2121728,N/A,2025-06-07 20:02:41
259,8.377332,N/A,N/A,5.00e-05,26470.21,2129920,N/A,2025-06-07 20:02:41
260,7.435508,N/A,N/A,5.00e-05,25617.75,2138112,1.0000,2025-06-07 20:02:41
261,6.942777,N/A,N/A,5.00e-05,25591.68,2146304,N/A,2025-06-07 20:02:42
262,8.731771,N/A,N/A,5.00e-05,25594.01,2154496,N/A,2025-06-07 20:02:42
263,11.005748,N/A,N/A,5.00e-05,25594.56,2162688,N/A,2025-06-07 20:02:42
264,7.830884,N/A,N/A,5.00e-05,25606.51,2170880,N/A,2025-06-07 20:02:43
265,9.773931,N/A,N/A,5.00e-05,25606.69,2179072,N/A,2025-06-07 20:02:43
266,7.368194,N/A,N/A,5.00e-05,25709.52,2187264,N/A,2025-06-07 20:02:43
267,9.125495,N/A,N/A,5.00e-05,25856.35,2195456,N/A,2025-06-07 20:02:44
268,8.331785,N/A,N/A,5.00e-05,26000.53,2203648,N/A,2025-06-07 20:02:44
269,7.653320,N/A,N/A,5.00e-05,26939.63,2211840,N/A,2025-06-07 20:02:44
270,7.656082,N/A,N/A,5.00e-05,26108.13,2220032,1.0000,2025-06-07 20:02:45
271,7.693668,N/A,N/A,5.00e-05,26224.93,2228224,N/A,2025-06-07 20:02:45
272,7.535614,N/A,N/A,5.00e-05,26211.37,2236416,N/A,2025-06-07 20:02:46
273,10.843786,N/A,N/A,5.00e-05,26339.04,2244608,N/A,2025-06-07 20:02:46
274,10.888676,N/A,N/A,5.00e-05,26301.49,2252800,N/A,2025-06-07 20:02:46
275,7.847668,N/A,N/A,5.00e-05,26074.34,2260992,N/A,2025-06-07 20:02:47
276,7.581365,N/A,N/A,5.00e-05,26056.81,2269184,N/A,2025-06-07 20:02:47
277,9.468195,N/A,N/A,5.00e-05,26070.51,2277376,N/A,2025-06-07 20:02:47
278,8.391247,N/A,N/A,5.00e-05,26147.73,2285568,N/A,2025-06-07 20:02:48
279,9.424503,N/A,N/A,5.00e-05,26961.52,2293760,N/A,2025-06-07 20:02:48
